identifier,image_path,asy_path,function_type
linear_s-2.28_i-4.53,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.28_i-4.53.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.28_i-4.53.asy,linear
linear_s2.69_i2.52,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.69_i2.52.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.69_i2.52.asy,linear
linear_s-1.72_i-1.73,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.72_i-1.73.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.72_i-1.73.asy,linear
linear_s-2.05_i-1.59,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.05_i-1.59.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.05_i-1.59.asy,linear
linear_s1.03_i-3.92,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.03_i-3.92.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.03_i-3.92.asy,linear
linear_s0.61_i3.52,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.61_i3.52.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.61_i3.52.asy,linear
linear_s1.63_i3.19,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.63_i3.19.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.63_i3.19.asy,linear
linear_s2.87_i-3.88,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.87_i-3.88.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.87_i-3.88.asy,linear
linear_s-1.0_i0.83,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.0_i0.83.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.0_i0.83.asy,linear
linear_s1.56_i-4.86,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.56_i-4.86.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.56_i-4.86.asy,linear
linear_s-1.29_i0.78,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.29_i0.78.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.29_i0.78.asy,linear
linear_s-0.98_i4.91,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.98_i4.91.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.98_i4.91.asy,linear
linear_s2.38_i4.03,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.38_i4.03.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.38_i4.03.asy,linear
linear_s1.72_i2.34,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.72_i2.34.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.72_i2.34.asy,linear
linear_s0.06_i2.62,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.06_i2.62.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.06_i2.62.asy,linear
linear_s-1.38_i0.49,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.38_i0.49.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-1.38_i0.49.asy,linear
linear_s-2.72_i0.26,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.72_i0.26.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.72_i0.26.asy,linear
linear_s2.01_i0.26,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.01_i0.26.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.01_i0.26.asy,linear
linear_s1.29_i2.89,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.29_i2.89.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.29_i2.89.asy,linear
linear_s0.49_i-3.82,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.49_i-3.82.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.49_i-3.82.asy,linear
linear_s2.18_i1.85,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.18_i1.85.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.18_i1.85.asy,linear
linear_s-0.08_i0.96,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.08_i0.96.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.08_i0.96.asy,linear
linear_s1.37_i-2.81,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.37_i-2.81.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.37_i-2.81.asy,linear
linear_s2.29_i-2.3,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.29_i-2.3.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s2.29_i-2.3.asy,linear
linear_s0.45_i4.4,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.45_i4.4.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.45_i4.4.asy,linear
linear_s1.7_i2.16,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.7_i2.16.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.7_i2.16.asy,linear
linear_s0.91_i4.56,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.91_i4.56.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s0.91_i4.56.asy,linear
linear_s-0.51_i-4.22,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.51_i-4.22.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.51_i-4.22.asy,linear
linear_s-2.85_i4.95,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.85_i4.95.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.85_i4.95.asy,linear
linear_s1.26_i1.32,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.26_i1.32.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s1.26_i1.32.asy,linear
linear_s-2.51_i-3.16,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.51_i-3.16.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-2.51_i-3.16.asy,linear
linear_s-0.44_i4.03,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.44_i4.03.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/linear_s-0.44_i4.03.asy,linear
quad_a-0.23_b-2.2_c-0.98,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.23_b-2.2_c-0.98.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.23_b-2.2_c-0.98.asy,quadratic
quad_a0.54_b2.47_c-3.29,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.54_b2.47_c-3.29.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.54_b2.47_c-3.29.asy,quadratic
quad_a1.11_b1.62_c-0.73,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.11_b1.62_c-0.73.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.11_b1.62_c-0.73.asy,quadratic
quad_a-0.66_b1.09_c0.97,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.66_b1.09_c0.97.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.66_b1.09_c0.97.asy,quadratic
quad_a-1.05_b-2.11_c-0.58,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.05_b-2.11_c-0.58.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.05_b-2.11_c-0.58.asy,quadratic
quad_a-0.73_b-2.0_c-2.26,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.73_b-2.0_c-2.26.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.73_b-2.0_c-2.26.asy,quadratic
quad_a1.2_b-2.97_c0.64,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.2_b-2.97_c0.64.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.2_b-2.97_c0.64.asy,quadratic
quad_a0.28_b0.7_c-0.66,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.28_b0.7_c-0.66.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.28_b0.7_c-0.66.asy,quadratic
quad_a1.04_b0.63_c-2.4,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.04_b0.63_c-2.4.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.04_b0.63_c-2.4.asy,quadratic
quad_a0.48_b-0.42_c-1.98,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.48_b-0.42_c-1.98.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.48_b-0.42_c-1.98.asy,quadratic
quad_a-0.62_b-2.94_c-3.95,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.62_b-2.94_c-3.95.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.62_b-2.94_c-3.95.asy,quadratic
quad_a1.42_b-2.36_c1.3,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.42_b-2.36_c1.3.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.42_b-2.36_c1.3.asy,quadratic
quad_a0.83_b-2.04_c3.04,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.83_b-2.04_c3.04.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.83_b-2.04_c3.04.asy,quadratic
quad_a-1.22_b-2.27_c-3.15,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.22_b-2.27_c-3.15.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.22_b-2.27_c-3.15.asy,quadratic
quad_a0.51_b2.78_c2.97,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.51_b2.78_c2.97.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.51_b2.78_c2.97.asy,quadratic
quad_a-1.05_b1.64_c-1.84,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.05_b1.64_c-1.84.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.05_b1.64_c-1.84.asy,quadratic
quad_a-0.53_b-2.18_c-3.94,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.53_b-2.18_c-3.94.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.53_b-2.18_c-3.94.asy,quadratic
quad_a-0.38_b0.62_c-2.64,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.38_b0.62_c-2.64.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.38_b0.62_c-2.64.asy,quadratic
quad_a-0.63_b-1.83_c-2.29,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.63_b-1.83_c-2.29.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.63_b-1.83_c-2.29.asy,quadratic
quad_a-0.66_b0.02_c-1.63,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.66_b0.02_c-1.63.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.66_b0.02_c-1.63.asy,quadratic
quad_a-0.78_b2.49_c-0.63,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.78_b2.49_c-0.63.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.78_b2.49_c-0.63.asy,quadratic
quad_a-1.01_b-1.4_c0.77,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.01_b-1.4_c0.77.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.01_b-1.4_c0.77.asy,quadratic
quad_a0.42_b2.98_c-0.69,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.42_b2.98_c-0.69.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.42_b2.98_c-0.69.asy,quadratic
quad_a-0.57_b-2.98_c0.71,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.57_b-2.98_c0.71.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.57_b-2.98_c0.71.asy,quadratic
quad_a-0.22_b1.75_c-2.39,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.22_b1.75_c-2.39.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.22_b1.75_c-2.39.asy,quadratic
quad_a-1.22_b-1.74_c2.63,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.22_b-1.74_c2.63.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.22_b-1.74_c2.63.asy,quadratic
quad_a-0.88_b-0.9_c-0.33,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.88_b-0.9_c-0.33.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.88_b-0.9_c-0.33.asy,quadratic
quad_a0.25_b-0.15_c2.25,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.25_b-0.15_c2.25.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.25_b-0.15_c2.25.asy,quadratic
quad_a-1.29_b0.52_c2.04,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.29_b0.52_c2.04.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.29_b0.52_c2.04.asy,quadratic
quad_a-0.68_b2.34_c-1.53,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.68_b2.34_c-1.53.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.68_b2.34_c-1.53.asy,quadratic
quad_a-1.43_b0.83_c-3.0,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.43_b0.83_c-3.0.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.43_b0.83_c-3.0.asy,quadratic
quad_a-0.58_b-0.2_c-3.01,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.58_b-0.2_c-3.01.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.58_b-0.2_c-3.01.asy,quadratic
quad_a0.58_b2.15_c-2.62,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.58_b2.15_c-2.62.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.58_b2.15_c-2.62.asy,quadratic
quad_a0.88_b1.81_c1.16,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.88_b1.81_c1.16.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.88_b1.81_c1.16.asy,quadratic
quad_a0.23_b-2.28_c-3.47,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.23_b-2.28_c-3.47.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.23_b-2.28_c-3.47.asy,quadratic
quad_a-0.75_b-0.34_c-3.17,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.75_b-0.34_c-3.17.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.75_b-0.34_c-3.17.asy,quadratic
quad_a-1.19_b0.83_c-0.98,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.19_b0.83_c-0.98.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.19_b0.83_c-0.98.asy,quadratic
quad_a-0.64_b0.98_c-0.54,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.64_b0.98_c-0.54.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.64_b0.98_c-0.54.asy,quadratic
quad_a1.3_b-0.83_c2.17,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.3_b-0.83_c2.17.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.3_b-0.83_c2.17.asy,quadratic
quad_a1.08_b-0.71_c-0.49,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.08_b-0.71_c-0.49.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.08_b-0.71_c-0.49.asy,quadratic
quad_a0.9_b-0.99_c3.52,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.9_b-0.99_c3.52.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.9_b-0.99_c3.52.asy,quadratic
quad_a-0.62_b1.32_c-2.58,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.62_b1.32_c-2.58.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.62_b1.32_c-2.58.asy,quadratic
quad_a-0.35_b-2.71_c0.75,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.35_b-2.71_c0.75.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.35_b-2.71_c0.75.asy,quadratic
quad_a-0.78_b1.06_c-1.82,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.78_b1.06_c-1.82.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.78_b1.06_c-1.82.asy,quadratic
quad_a-0.3_b-0.76_c-0.15,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.3_b-0.76_c-0.15.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.3_b-0.76_c-0.15.asy,quadratic
quad_a-0.76_b0.76_c2.84,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.76_b0.76_c2.84.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.76_b0.76_c2.84.asy,quadratic
quad_a-0.37_b-2.5_c1.49,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.37_b-2.5_c1.49.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.37_b-2.5_c1.49.asy,quadratic
quad_a-0.59_b-1.26_c1.78,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.59_b-1.26_c1.78.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.59_b-1.26_c1.78.asy,quadratic
quad_a1.06_b-0.17_c-0.11,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.06_b-0.17_c-0.11.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.06_b-0.17_c-0.11.asy,quadratic
quad_a-0.26_b2.24_c-1.3,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.26_b2.24_c-1.3.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.26_b2.24_c-1.3.asy,quadratic
quad_a-0.74_b1.69_c-0.77,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.74_b1.69_c-0.77.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.74_b1.69_c-0.77.asy,quadratic
quad_a-1.08_b-2.96_c0.68,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.08_b-2.96_c0.68.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.08_b-2.96_c0.68.asy,quadratic
quad_a-0.23_b-0.7_c0.79,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.23_b-0.7_c0.79.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.23_b-0.7_c0.79.asy,quadratic
quad_a-1.1_b-2.2_c1.81,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.1_b-2.2_c1.81.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.1_b-2.2_c1.81.asy,quadratic
quad_a-0.24_b1.09_c-1.8,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.24_b1.09_c-1.8.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.24_b1.09_c-1.8.asy,quadratic
quad_a-1.26_b1.61_c-0.34,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.26_b1.61_c-0.34.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-1.26_b1.61_c-0.34.asy,quadratic
quad_a1.26_b-2.97_c3.52,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.26_b-2.97_c3.52.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.26_b-2.97_c3.52.asy,quadratic
quad_a-0.81_b-2.41_c2.18,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.81_b-2.41_c2.18.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.81_b-2.41_c2.18.asy,quadratic
quad_a-0.25_b2.54_c-2.36,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.25_b2.54_c-2.36.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.25_b2.54_c-2.36.asy,quadratic
quad_a-0.86_b0.53_c1.07,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.86_b0.53_c1.07.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.86_b0.53_c1.07.asy,quadratic
quad_a-0.28_b-2.63_c0.28,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.28_b-2.63_c0.28.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.28_b-2.63_c0.28.asy,quadratic
quad_a0.52_b-0.07_c0.39,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.52_b-0.07_c0.39.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.52_b-0.07_c0.39.asy,quadratic
quad_a-0.25_b-1.21_c-1.83,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.25_b-1.21_c-1.83.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.25_b-1.21_c-1.83.asy,quadratic
quad_a1.49_b2.09_c1.05,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.49_b2.09_c1.05.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.49_b2.09_c1.05.asy,quadratic
quad_a-0.48_b0.8_c-0.86,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.48_b0.8_c-0.86.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.48_b0.8_c-0.86.asy,quadratic
quad_a-0.34_b-1.85_c3.94,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.34_b-1.85_c3.94.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.34_b-1.85_c3.94.asy,quadratic
quad_a0.87_b-1.17_c2.26,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.87_b-1.17_c2.26.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.87_b-1.17_c2.26.asy,quadratic
quad_a1.23_b2.83_c2.76,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.23_b2.83_c2.76.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.23_b2.83_c2.76.asy,quadratic
quad_a0.68_b2.63_c-3.56,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.68_b2.63_c-3.56.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.68_b2.63_c-3.56.asy,quadratic
quad_a1.08_b-1.26_c-0.98,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.08_b-1.26_c-0.98.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.08_b-1.26_c-0.98.asy,quadratic
quad_a-0.46_b0.62_c2.8,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.46_b0.62_c2.8.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.46_b0.62_c2.8.asy,quadratic
quad_a1.26_b-1.01_c-0.63,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.26_b-1.01_c-0.63.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.26_b-1.01_c-0.63.asy,quadratic
quad_a1.4_b1.87_c0.8,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.4_b1.87_c0.8.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a1.4_b1.87_c0.8.asy,quadratic
quad_a0.31_b-0.92_c2.15,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.31_b-0.92_c2.15.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.31_b-0.92_c2.15.asy,quadratic
quad_a0.87_b-0.74_c-3.19,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.87_b-0.74_c-3.19.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a0.87_b-0.74_c-3.19.asy,quadratic
quad_a-0.69_b2.0_c-3.85,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.69_b2.0_c-3.85.png,/content/drive/MyDrive/StarSparkProj/AsymptoteDataset_Full/quad_a-0.69_b2.0_c-3.85.asy,quadratic
